,name,speciality,vegan,vegetarian,lat,long
7212,Le 8e Art,french,0,0,48.537979,2.6613925
7213,Le Select,french,0,0,48.847124,2.2951446
7214,Le Bourbonnais,na,0,0,48.8132541,2.2743113
7215,Maharaja,na,0,0,48.8139866,2.277344
7216,Asian Factory,asian,0,0,48.9012769,2.2168364
7217,Star King,korean,0,0,48.8501612,2.2853693
7218,Mazar,lebanese,0,0,48.8462784,2.3181382
7219,Cojean,na,1,1,48.8487622,2.2829136
7220,,asian,0,0,48.8499527,2.2857379
7221,,lebanese,0,0,48.8500531,2.2855627
7222,La Source du Bel'R,"Repas_les_midis,_Pizzas_à_emporter",0,0,48.8609331,2.4596796
7223,La table de vert,french,0,0,48.5649584,2.6113327
7224,La Bascule,na,0,0,48.8862647,2.3364796
7225,Yaki Shop,japanese,0,0,48.8607088,2.3436325
7226,Enza & Famiglia,italian,0,0,48.8609318,2.3437651
7227,La Cantine des Tsars,russian,0,0,48.8610181,2.3438007
7228,Faggio,pizza,0,0,48.8815563,2.3466326
7229,Lao Viet,na,0,0,48.8233478,2.3739572
7230,Auberge Etchegorry,french,0,0,48.8323596,2.3507129
7231,Le Bugatti,italian,0,0,48.8435135,2.2979858
7232,Pizza Hut,pizza,0,0,48.8296699,2.3512567
7233,Pizza de Vinci,italian,0,0,48.8432976,2.3005724
7234,Brasserie Des Temps Durables,na,0,0,48.7523864,2.4730871
7235,Benkay,japanese,0,0,48.8495232,2.2827594
7236,Artgens,asian,0,0,48.8461008,2.2790972
7237,La Pieta,italian,0,0,48.8460759,2.2786183
7238,Divin'Art,crepe,0,0,48.8662408,2.3574719
7239,La Toscana,italian,0,0,48.8736006,2.225174
7240,Sushi Yaki,japanese,0,0,48.8664452,2.3609417
7241,Auciel République,chinese,0,0,48.868148,2.3599041
7242,L'Attirail Café,na,0,0,48.8687915,2.3579448
7243,Le Pingouin,na,0,0,48.8061568,2.2541692
7244,Aux 3 Eléphants,thai,0,0,48.8647975,2.3479339
7245,Allo Pizza Presto,na,0,0,48.6231889,2.3341586
7246,Pasta et Basta,italian,0,0,48.825647,2.3650793
7247,La Cerisaie,french,0,0,48.8418322,2.3235704
7248,Ménélik,ethiopian,0,1,48.8906944,2.3205117
7249,Maison de la Pizza,pizza,0,0,48.811557,2.2807878
7250,Croq' Soleil,na,0,0,48.8392777,2.3896782
7251,Royal Kashmir,indian,0,0,48.8688064,2.2262519
7252,Chez Shan,asian,0,0,48.8002137,2.2860019
7253,,pizza,0,0,48.9273455,2.4915966
7254,Fraulino,italian,0,0,48.84384,2.3882657
7255,Medina,na,0,0,48.8118351,2.2804989
7256,Les Zalous,na,0,0,48.8446335,2.3208944
7257,Santa Maria,italian,0,0,48.9156811,2.2767177
7258,,na,0,0,48.9346706,2.5658924
7259,,chinese,0,0,48.9351707,2.5695348
7260,Lac Tana,ethiopian,0,0,48.8474829,2.2946058
7261,,na,0,0,48.9419064,2.5742165
7262,Cap Sud,pizza,0,0,48.9418474,2.5744659
7263,TAKSIM,greek;turkish,0,0,48.9426779,2.5690587
7264,,na,0,0,48.94263,2.5690855
7265,,chinese,0,0,48.9425797,2.5694327
7266,La Table d'Aki,japanese,0,0,48.8510843,2.3194279
7267,La Cerise sur la Pizza,pizza,0,0,48.867761,2.3780632
7268,Bar Restaurant 19,na,0,0,48.8881337,2.3110182
7269,Au Petit Marguery,french,0,0,48.8367833,2.3498932
7270,Tombouctou,na,0,0,48.9470051,2.5000921
7271,Chez Mémé,na,0,0,48.8249825,2.3726841
7272,Le Bistro Viet,vietnamese,0,0,48.8235802,2.3717019
7273,I.Isakaya,japanese,0,0,48.8853834,2.3255491
7274,Les Paresseux,na,0,0,48.8846916,2.3245056
7275,Kheak & Véro,thai,0,0,48.8793113,2.3663926
7276,Pania,asian,0,0,48.8783377,2.3658181
7277,Canal Sushi,japanese,0,0,48.8779288,2.3654673
7278,La Fine Bouche,italian,0,0,48.8742502,2.2343158
7279,Okado,japanese,0,0,48.8742752,2.234539
7280,Tout Va Mieux,french,0,0,48.8745841,2.2339334
7281,Anatolia Village,turkish,0,0,48.8726487,2.3551512
7282,LOL,french,0,0,48.8731289,2.3547524
7283,La Quincaillerie,french,0,0,48.8732096,2.3548004
7284,Le Mondial,french,0,0,48.8728886,2.3546171
7285,Mamie Burger,burger,0,0,48.8729579,2.3543441
7286,Soban Bento,japanese,0,0,48.8749082,2.3509012
7287,Natives,salad,0,0,48.8750083,2.3509343
7288,Thaï Ming,thai,0,0,48.8429266,2.5450783
7289,Amici Mei,na,0,0,48.8582601,2.369283
7290,Chez Ann,asian,0,0,48.8714688,2.3503821
7291,Pic Nic,korean,0,0,48.8715204,2.3507277
7292,Pizza Grill Istambul,turkish,0,0,48.8726444,2.3544304
7293,Wan Li,asian,0,0,48.8731859,2.3534545
7294,Lucien La Chance,na,0,0,48.8855213,2.3257779
7295,Jane California Street Kitchen,burger,0,0,48.7784758,2.294318
7296,Street Bangkok Local Food,thai,0,0,48.8777617,2.3652042
7297,Le Robinet d'Or,french,0,0,48.8781142,2.3647673
7298,Le thaï,thai,0,0,48.8418157,2.5483205
7299,Les Cascades,french,0,0,48.8414079,2.5476628
7300,Retour à Saïgon,asian,0,0,48.8416395,2.548329
7301,Yitao sushi,sushi,0,0,48.8417767,2.5477731
7302,Le Marly,na,0,0,48.8662925,2.3245341
7303,Andiamo,na,0,0,48.8654726,2.327118
7304,Le First,na,0,0,48.8654911,2.3272159
7305,Self Service Food,na,0,0,48.864356,2.3305129
7306,Délices de France,na,0,0,48.864158,2.3311344
7307,La Cure Gourmande,na,0,0,48.8641179,2.3312484
7308,Le Carrousel,french,0,0,48.8639843,2.3316647
7309,Sogenes restaurateur,na,0,0,48.8655852,2.3086932
7310,La Pomme de Pain,na,0,0,48.8604894,2.3416713
7311,Le Chinois Gourmet,na,0,0,48.855274,2.3613631
7312,Maxim's,française_gastronomique,0,0,48.8674415,2.3223225
7313,La Tonnelle,regional,0,0,48.7596266,1.9189385
7314,Shinjuku,japanese,0,0,48.7593565,1.9207124
7315,Minim's,french,0,0,48.8675528,2.3224013
7316,Café Ginger,na,0,0,48.8528881,2.3673762
7317,Chiyoda,na,0,0,48.8616129,2.3421051
7318,Yam'T cha,na,0,0,48.8614744,2.3418997
7319,La Régalade,na,0,0,48.8615005,2.3417616
7320,Pizza Ozkian,pizza,0,0,48.8617225,2.3407837
7321,Maison blanche Mako,na,0,0,48.8656626,2.3032208
7322,Beytouti,na,0,0,48.8612117,2.3443222
7323,La R Régalade,na,0,0,48.8616299,2.3419564
7324,Laouz Paris,na,0,0,48.8618858,2.3408675
7325,Louvre Bouteille,na,0,0,48.8619829,2.3403471
7326,"Eggs, Milk & Flour",crepe,0,0,48.8620437,2.3401003
7327,Chez Claude,na,0,0,48.8622617,2.3394808
7328,Villa du Musée 196,na,0,0,48.8626834,2.3379144
7329,Café Ragueneau,french,0,0,48.8627381,2.3378044
7330,Le Royal,na,0,0,48.8637791,2.3345777
7331,Le Dragon Palais Royal,na,0,0,48.8641426,2.3338186
7332,Kosyuen,na,0,0,48.8641815,2.3337221
7333,Nodaiwa,japanese,0,0,48.8643879,2.3332473
7334,Sapporo,na,0,0,48.8644638,2.3331266
7335,Auberge des trois bonheurs,na,0,0,48.8645485,2.3330032
7336,L'antenne Restaurant,na,0,0,48.8678829,2.3046886
7337,Le San Francisco,portuguese,0,0,48.7661964,2.6736974
7338,Green is Better,na,0,0,48.8751504,2.3046633
7339,Sushi 2007,japanese,0,0,48.8752042,2.3045252
7340,Chez Valentina,na,0,0,48.8752254,2.304438
7341,Berthelot,na,0,0,48.8744264,2.3071082
7342,Li Family imperial,na,0,0,48.8744485,2.3070076
7343,Pegast,na,0,0,48.8761834,2.3023084
7344,Balzac St Honoré,na,0,0,48.8756604,2.3040049
7345,La Marée,na,0,0,48.877345,2.3005073
7346,Chez Micheline & Paulette,french,0,0,48.7659066,2.6736285
7347,Chez Guillaume,na,0,0,48.8215199,2.4199901
7348,L'Alsacien,french,0,0,48.8583231,2.350549
7349,Aux bonnes grillades,na,0,0,48.8900249,2.3610138
7350,Les Yeux Bleus,na,0,0,48.794691,1.9401441
7351,Carette,na,0,0,48.8563023,2.3654646
7352,Breizh Cafe,regional,0,0,48.8606317,2.3617709
7353,La Citadelle,lebanese,0,0,48.9393381,2.3467423
7354,Chez Fernand,traditional,0,0,48.9032772,2.3960759
7355,East Mamma,italian,0,1,48.8510162,2.3777506
7356,Pizza Hut,pizza,0,0,48.6764634,2.3517795
7357,Le Petit Indien,na,0,0,48.8919877,2.3186933
7358,Baba Ganush,syrian,0,0,48.8842235,2.3231968
7359,Joy In Food,na,0,0,48.8843462,2.3234496
7360,Monsieur Baba,na,0,0,48.8726447,2.3541453
7361,Sushi Rome,sushi,0,0,48.8844479,2.3233681
7362,Bistrot Tokyo,japanese,0,0,48.8743238,2.3584273
7363,East Side Cafe,na,0,0,48.8758611,2.3592175
7364,Le Bistrot Lorrain,pizza,0,0,48.876301,2.3566087
7365,Le Bosphore,turkish,0,0,48.8761844,2.3573072
7366,Le Dauphin,na,0,0,48.9019373,2.4012537
7367,Epices & Délices,kebab,0,0,48.902537,2.3982023
7368,Le Bresson,na,0,0,48.9033829,2.3957482
7369,Royal Kebab,kebab,0,0,48.9945098,2.3683701
7370,C'est Mon Plaisir,french,0,0,48.831122,2.3198008
7371,,mediterranean,0,0,48.7744155,2.4432753
7372,,asian,0,0,48.7746261,2.4431352
7373,Keiji Okinawa,japanese,0,0,48.8946143,2.4016094
7374,Eau Canal,brasserie,0,0,48.8961946,2.4007751
7375,Chez Cocotte,na,0,0,48.8964516,2.401505
7376,,brasserie,0,0,48.8975099,2.4052112
7377,Le Régent,na,0,0,48.8758287,2.3441556
7378,Comme Chai Toi,french,0,0,48.851783,2.3493443
7379,La Fée Verte,french,0,0,48.8567345,2.3779858
7380,L'Espace Vert,na,0,0,48.9029379,2.3925233
7381,Délice d'Istambul,turkish,0,0,48.9029124,2.8116857
7382,Eat Couscous,na,0,0,48.9029812,2.811683
7383,,na,0,0,48.9545395,2.8795056
7384,L'Apatam,na,0,0,48.8802109,2.3465617
7385,Bouillon,na,0,0,48.8790779,2.3454089
7386,Le Pacha,kebab,0,0,48.8453426,2.3426331
7387,Sabraj,na,0,0,48.8456038,2.3427607
7388,Ono Poké,na,0,0,48.8458666,2.3429295
7389,Le Barilleur,na,0,0,48.8456313,2.3427938
7390,Un Jour à Hà Nôi,vietnamese,0,0,48.8454831,2.3425429
7391,Pizzeria Luciana,na,0,0,48.845306,2.3426038
7392,Au Vieux Cèdre,lebanese,0,0,48.8452524,2.3425759
7393,Ton Hon,chinese,0,0,48.8460565,2.3406888
7394,Le Week-End,na,0,0,48.8443855,2.3418461
7395,Maison Marie,na,0,0,48.8447188,2.3420335
7396,Le Cyril,na,0,0,48.9570265,2.197232
7397,Krishna Bhavan,indian,0,0,48.8827182,2.3596602
7398,Bistrot du Boucher,na,0,0,48.9329125,2.3027962
7399,PH7,na,0,0,48.8729435,2.338512
7400,Le Potager de Charlotte,na,0,0,48.878952,2.3447283
7401,Veg'Art,pizza,0,0,48.8661835,2.379221
7402,3Bio,na,1,0,48.8742719,2.3360738
7403,Royal Nippon,japanese,0,0,48.9055932,2.3018948
7404,O'duo,na,0,0,49.1098127,2.2112463
7405,Itchi,japanese,0,0,48.8272649,2.3564923
7406,Eugène Eugène,na,0,0,48.8816648,2.2379194
7407,Sol Semilla,na,1,0,48.8730943,2.3631098
7408,Soya,na,1,0,48.8680718,2.3701074
7409,Le Relais,na,0,0,49.1809695,2.1138275
7410,Les Bigoudènes à Paris,crepe,0,0,48.8891288,2.3197682
7411,Restaurant Buddha,nepalese,0,0,48.8359894,2.3470307
7412,Pan Cooker,na,0,1,48.8581586,2.3885616
7413,Yayami,japanese,0,0,48.8571385,2.3806468
7414,Le Mermoz,na,0,0,48.8782091,2.4859858
7415,La Sapin,asian,0,0,48.8767453,2.3712473
7416,John Viande,na,0,0,48.8744922,2.3543199
7417,La Taverne de Montartre,french,0,0,48.8857783,2.3404207
7418,Les Sablons,na,0,0,49.2375006,2.0764148
7419,La Tour Biret,na,0,0,48.7959124,2.2771012
7420,Café di Roma,na,0,0,48.8697595,2.3064424
7421,Bistrot du Sommelier,na,0,0,48.8747966,2.3182456
7422,La Cantine d'augustin,na,0,0,48.8748152,2.3181276
7423,Sushi Lounge,sushi,0,0,48.8750896,2.3209658
7424,La Pizzeria d'Auteuil,pizza,0,0,48.8485512,2.2657008
7425,L'annexe,na,0,0,48.8027251,1.9682432
7426,Pizzeria,na,0,0,48.9485955,2.0370827
7427,Au Soleil de Montmartre,na,0,0,48.8862296,2.3451549
7428,Le Bonheur,na,0,0,48.8818129,2.3246529
7429,La Piazzetta,italian,0,0,48.890176,2.289314
7430,Bangkok,thai,0,0,48.8169056,2.3670021
7431,Sushi Wasabi,sushi,0,0,48.8510703,2.3452259
7432,Rendez-Vous Saint-Germain,french,0,0,48.8510919,2.3451134
7433,Bodhi Vegan,asian,0,0,48.8757988,2.3701365
7434,Le Méchoui du Prince,mediterranean,0,0,48.84916,2.34025
7435,O'Maki,african,0,0,48.8971831,2.344036
7436,Asuka,japanese,0,0,48.8911811,2.3391347
7437,Solyles,rotisserie,0,0,48.8914466,2.3349986
7438,Pizza Andiamo,na,0,0,48.8910305,2.3347458
7439,Le petit XVIIIè,na,0,0,48.8900123,2.334117
7440,Étoile Saigon,vietnamese,0,0,48.8920565,2.3225125
7441,Chez Christophe,na,0,0,48.8887899,2.3159553
7442,John Weng,asian_fusion,0,0,48.8842235,2.296808
7443,Bistrot Osaka,na,0,0,48.8843881,2.3005826
7444,L'Homme Tranquille,na,0,0,48.8832513,2.3395422
7445,Veggie Bio,na,0,0,48.8580289,2.3291185
7446,Toutofu,na,0,0,48.8905676,2.3543479
7447,Saveurs du Vietnam,vegan;vietnamese,0,1,48.8684458,2.3478844
7448,Le Puits de légumes,na,1,1,48.8486642,2.3536158
7449,Café Le Paul Bert,na,0,0,48.9019862,2.338608
7450,Chez Louisette,na,0,0,48.9030621,2.3437612
7451,Le Rallye,na,0,0,48.8960029,2.2901123
7452,Seç,turkish,0,0,48.8865344,2.3109845
7453,Gus - L'Atelier Gourmand,na,0,0,48.8828402,2.3032799
7454,Le Safran,na,0,0,48.8771736,2.3067057
7455,Le Petit Villiers,french,0,0,48.8838266,2.304098
7456,BBB,na,0,0,48.8829716,2.3236638
7457,Pur,na,0,0,48.8565515,2.373528
7458,Na Na,french,0,0,48.8567068,2.3720178
7459,Bambolina Caffé,italian,0,0,48.8720126,2.3459034
7460,Max Chicken,na,0,0,48.879391,2.3625204
7461,Chez Marie,french;fine_dining,0,0,48.7806659,2.2065623
7462,Yuki,na,0,0,48.7268765,2.2581509
7463,Le Grey Sud,na,0,0,48.7271368,2.2581029
7464,Pizzeria la Roma,pizza,0,0,48.690039,2.1736112
7465,La Dolce Pizza,pizza,0,0,48.6966049,2.1851514
7466,Kebab Seval Uysal,na,0,0,48.4783317,3.1346255
7467,Sesto Senso,italian,0,0,48.8711056,2.3528873
7468,Épicerie Musicale,italian,0,0,48.8705854,2.3654373
7469,Pizza Roméo,pizza,0,0,48.6600047,2.2421885
7470,Les Affranchis,french,0,0,48.8795411,2.3369739
7471,Crous Supélec,na,0,0,48.7081027,2.1638998
7472,Les Petites Bouchées,tapas;burger,0,0,48.8556664,2.3605907
7473,Wrap 'n Roll Sushi,na,0,0,48.8763999,2.3276091
7474,Le Violon d'Ingres,na,0,0,48.8581847,2.3018423
7475,Basilic & Co,italian,0,0,48.8721992,2.2315401
7476,Le Bistrot d'Edouard,french,0,0,48.8723173,2.2317197
7477,Via Del Gusto,na,0,0,48.836497,2.2946305
7478,Bambou Vert,asian,0,0,48.8397807,2.3562228
7479,Kodawari Ramen,japanese,0,0,48.85465,2.3381162
7480,Champeaux,na,0,1,48.8624943,2.3466745
7481,La Villa César,italian;indian,0,0,48.7432088,2.3522724
7482,Le chalet du lac,french,0,0,48.8428137,2.4220611
7483,Chez Van,asian,0,0,48.8373714,2.3543226
7484,Ippudo Saint-Germain,japanese,0,0,48.85317,2.3377566
7485,Bistro Burger,burger,0,1,48.8636454,2.3465401
7486,Sunset,na,0,0,48.893025,2.3416925
7487,Aventura,portuguese,0,0,48.8567701,2.1931595
7488,Chez Édouard,na,0,0,48.871154,2.3290525
7489,Café Guitry,french,0,0,48.8713842,2.329323
7490,Tong-Ming,thai,0,0,48.8645773,2.2892494
7491,Tea Mélodie,na,0,0,48.84552,2.4021818
7492,Maroc En Yvelines,na,0,0,48.8673182,2.1378944
7493,Le Paradis,regional,0,0,48.8406827,2.3223209
7494,Pho 20,asian,0,0,48.84067,2.3221213
7495,Yoki,japanese,0,0,48.8406881,2.3224472
7496,Alladin,oriental,0,0,48.8405524,2.3228224
7497,Le Seiz' Maine,na,0,0,48.8406737,2.3226413
7498,Porte du Bonheur,chinese,0,0,48.8406649,2.3227757
7499,Ten Chi,japanese,0,0,48.8406767,2.3225515
7500,Chào Em,vietnamese,0,0,48.8406551,2.323022
7501,Pinocchio,pizza,0,0,48.8411922,2.3238294
7502,Le Bistrot d'Edgard,na,0,0,48.8411689,2.3240924
7503,Dalea,na,0,0,48.8411351,2.3241746
7504,Les Fauves,brasserie,0,0,48.8416961,2.3226174
7505,Chez Claire,chinese,0,0,48.8769878,2.3444296
7506,Yoki,japanese,0,0,48.8771268,2.3446596
7507,Al Bayader,lebanese,0,0,48.8772828,2.3445038
7508,Le Palace,na,0,0,48.8458478,2.3246161
7509,La Marlotte,na,0,0,48.848629,2.3249804
7510,Les Oiseaux,na,0,0,48.8505864,2.325326
7511,Villa Medici,italian,0,0,48.849514,2.325069
7512,La Cantine du Troquet,na,0,0,48.8477454,2.3233075
7513,Le Rousseau,na,0,0,48.8491015,2.3258232
7514,Bistrot des Amis,na,0,0,48.8481061,2.3240059
7515,Le Raspail,na,0,0,48.8498789,2.3270561
7516,,na,0,0,48.8422787,2.5872045
7517,Créole Avenue,na,0,0,48.7429629,2.3527885
7518,Zein,lebanese,0,0,48.8362806,2.3202233
7519,Le Château de l'Ouest,french,0,0,48.8362418,2.3190956
7520,Ayako Teppanyaki,japanese,0,0,48.8357237,2.3187683
7521,Le Taghit,arab,0,0,48.8359118,2.3190418
7522,Awabi,japanese,0,0,48.8366097,2.320611
7523,Thai Panthong,thai,0,0,48.8364802,2.3203215
7524,Mizumi,japanese,0,0,48.845814,2.2778682
7525,Restaurant Torino,italian_pizza,0,0,48.8389588,2.2929839
7526,Le Monalisa,na,0,0,48.6213205,1.8285095
7527,Brasa Rio,portuguese,0,0,48.7466348,2.3531754
7528,Vietnamese Urban Food,na,0,0,48.8961732,2.2968214
7529,Le Jardin de Damas,na,0,0,48.8965572,2.2977428
7530,La Bonne Pizza,na,0,0,48.7523659,2.4735825
7531,La Part Des Anges,french,0,0,48.8860587,2.3368806
7532,Gandhi Mahal,indian,0,0,48.8335603,2.3097791
7533,Le Palais d'Istanbul,kebab,0,0,48.8970374,2.4002722
7534,Bar - Brasserie Le Bellevue,na,0,0,48.8055024,2.3887764
7535,Le Pécharmant,french,0,0,48.8916709,2.2540698
7536,Crêpe 21,crepe,0,0,48.845863,2.277745
7537,Le Grande-Temps,french,0,0,48.8816347,2.3340233
7538,Subway,sandwich,0,0,48.7548163,2.3294857
7539,Lo de Lolo,na,0,0,48.8866021,2.3449559
7540,Casa Milano,pizza,0,0,48.9034569,2.3107808
7541,Manhattan,na,0,0,48.9035578,2.3110302
7542,SaÎgon,na,0,0,48.824834,2.2742172
7543,Mezze de Beyrouth,lebanese,0,0,48.8364643,2.3198417
7544,Pizzeria Venezia,na,0,0,48.8264859,2.3713752
7545,Bistrit',french,0,0,48.872853,2.2260661
7546,Oasis,coffee_shop,0,0,48.8718947,2.2252995
7547,Breizh Kozy,crepes,0,0,48.8798412,2.2420524
7548,Schwartz's Deli,burger,0,0,48.8805135,2.2954275
7549,Hostellerie de la Porte Bellon,na,0,0,49.2051342,2.5902342
7550,Moy Goi Cuon Bar,asian,0,0,48.8768237,2.3361798
7551,Barth,na,0,0,48.8768237,2.3362401
7552,Jardin de Pékin,asian,0,0,48.9467515,2.1884219
7553,Les Tables aux Délices,na,0,0,48.9355492,2.163331
7554,Le Jardin,na,0,0,48.8712277,2.470686
7555,Père & Fish,fish_and_chips,0,0,48.8756407,2.3480958
7556,Gloria,na,0,0,48.8586182,2.3027385
7557,Le Delly's,crepe,0,0,48.8409595,2.3009057
7558,Chez Milo,italian,0,0,48.8395222,2.3001016
7559,Le Commerce,brasserie,0,0,48.8389986,2.3000893
7560,Bistrot les Timbrés,na,0,0,48.8381104,2.3011831
7561,El Fares,lebanese,0,0,48.8415109,2.3024967
7562,O'Zaromes,french,0,0,48.839204,2.285716
7563,Hippopotamus,steak_house,0,0,48.8353384,2.4942036
7564,L'Atelier Charonne,na,0,0,48.8532155,2.3748527
7565,Itouya,japanese,0,0,48.8337209,2.3044263
7566,La Vera Pizza Napoletana,italian,0,0,48.8336607,2.3043754
7567,Matsuya,japanese,0,0,48.8513583,2.3474118
7568,Au Bon Coin,na,0,0,48.8313016,2.3025787
7569,Sushi Gare,japanese,0,0,48.8292431,2.3017564
7570,Chieng Mai,thai,0,0,48.8508321,2.3489046
7571,Beaurepaire,french,0,0,48.8512643,2.3491508
7572,Nulle Part Ailleurs,na,0,0,48.8514668,2.3495067
7573,Assagio,italian,0,0,48.8602307,2.3548224
7574,Suan Thai,thai,0,0,48.8593735,2.3538326
7575,Comptoir Gourmet,na,0,0,48.859997,2.3543496
7576,,savory_pancakes;crepe;pancake,0,0,48.770324,2.0719722
7577,Habesha,ethiopian,0,0,48.8417084,2.3069785
7578,Cas'azzurra,pizza,0,0,48.8978204,2.2920735
7579,Dionysos,greek,0,0,48.8669123,2.347385
7580,Pur etc.,salad,0,0,48.8692408,2.3453697
7581,Macaille,french,0,0,48.8722058,2.2331104
7582,L'Avant Comptoir,na,0,0,48.8520309,2.3387824
7583,Le Saint Cerf,french,0,0,48.8854046,2.3252834
7584,Shingane,korean,0,0,48.8650889,2.3962146
7585,Ravioli Nord-Est,na,0,0,48.8628488,2.3495349
7586,L'Acropole,greek,0,0,48.8504793,2.3421685
7587,Chez Ly,chinese,0,0,48.8840871,2.2967406
7588,Planet Sushi,japanese,0,0,48.8843331,2.2973564
7589,La Place,regional,0,0,48.8843528,2.297512
7590,Chez Fung,chinese,0,0,48.847493,2.2996368
7591,Makayo,japanese,0,0,48.8473363,2.2985805
7592,Shogun,japanese,0,0,48.847329,2.2984924
7593,Caffé Cucina,pizza,0,0,48.9467699,2.1457541
7594,Cosy,na,0,0,48.9460962,2.1459182
7595,L'Avenue,na,0,0,48.9464543,2.1453503
7596,Sel et Braise,portuguese,0,0,48.7936372,2.3357077
7597,Chez Léon,couscous,0,0,48.7767556,2.3404013
7598,Planet Sushi,japanese,0,0,48.8965475,2.2485729
7599,Ristorante Mamma Mia,italian,0,0,48.89275,2.2533709
7600,Chez Lau,chinese,0,0,48.8962355,2.2486205
7601,Vietnam Kitchen,vietnamese,0,0,48.8929631,2.2531678
7602,L'Atmosphère,na,0,0,48.8907634,2.2551749
7603,Shun Feng,asian,0,0,48.8179824,2.4662527
7604,喜心,noodles,0,0,48.8702595,2.3108568
7605,Le Petit Tonneau,traditional,0,0,48.8223053,2.2668938
7606,Aurore,asian,0,0,48.8222505,2.266632
7607,Chez Bedros,lebanese,0,0,48.8238526,2.2677519
7608,Pizza Hut,pizza,0,0,48.8222702,2.2667251
7609,,chinese,0,0,49.0271319,2.2233754
7610,Aux Plaisirs d'Asie,asian,0,0,48.9343527,2.0560041
7611,Le petit Verdot,french,0,0,48.8478737,2.3235316
7612,Plein Ouest,regional,0,0,48.8743663,2.3443814
7613,La Factory Burger,burger,0,0,48.8233221,2.2606889
7614,Le Libanais d'Issy les Moulineaux,lebanese,0,0,48.823202,2.2606326
7615,Constantinople,turkish,0,0,49.0711377,2.6779464
7616,,asian,0,0,49.0159243,2.2091156
7617,Le Victoria,na,0,0,48.8722124,2.3234646
7618,Gusto Italia,italian,0,0,48.8726824,2.3233475
7619,Les Saveurs du Mékong,asian,0,0,48.8720112,2.3238638
7620,Non Coupable,brasserie,0,0,48.8731592,2.3275034
7621,Visconti,italian,0,0,48.8709139,2.3234249
7622,Ichiban Sushi,sushi,0,0,48.9285978,2.0442806
7623,Ristorante Pastapapà,italian,0,0,48.8693654,2.3321998
7624,Sapporo,korean,0,0,48.8692496,2.3324632
7625,Soprano,italian,0,0,48.9285291,2.0443711
7626,Les Rôtisseurs du Roy,na,0,0,48.8849146,2.3339716
7627,,italian,0,0,48.8306694,2.3429328
7628,La Mona Lisa,italian;italian_pizza,0,0,48.9850804,2.2273434
7629,La Petite Crêperie,crepe,0,1,48.8271883,2.3705355
7630,Le Bon Plan,italian,0,1,48.8273313,2.3706455
7631,Food Love & More,na,0,0,48.8635476,2.3436112
7632,Num,thai,0,0,48.863589,2.3434727
7633,Côté Sushi,japanese,0,0,48.833281,2.2888179
7634,Casa Tino,italian,0,1,48.8278716,2.3720154
7635,Sumibi Kaz,japanese,0,0,48.8730386,2.3441219
7636,Matsusaka,japanese,0,0,48.8731589,2.3438082
7637,Thaï one,thai,0,0,48.8684168,2.3477919
7638,Vietnam in Paris,thai,1,0,48.8684223,2.3478604
7639,Comptoir Kleber,french,0,0,48.8677274,2.2918221
7640,La Place Rouge,russian;libanese,0,0,48.8126193,2.361928
7641,,na,0,0,48.799008,2.1757054
7642,Artist Noodle,chinese;noodle,0,0,48.8572895,2.3752572
7643,Passerini,italian,0,0,48.8493453,2.3747395
7644,Bistro Le Centenaire,na,0,0,48.8598575,2.3103385
7645,Le Persil Fleur,french,0,0,48.8723326,2.3284561
7646,Noynoy,thai,0,1,48.8550007,2.3871155
7647,,lebanese,0,1,48.8573924,2.3847116
7648,L'échoppe de Paris,burger,0,1,48.8539961,2.3879812
7649,L'Anjou,french,0,0,48.8765656,2.3485174
7650,La Famiglia,italian,0,0,48.8759879,2.3482145
7651,La Marmite,french,0,0,48.8758402,2.3483768
7652,Le Nouveau Shanghai,chinese,0,0,48.8758736,2.348147
7653,Le Ratapoil du Faubourg,french,0,0,48.8761823,2.3485001
7654,PeGast,french,0,0,48.8764491,2.3486676
7655,Restaurant du Paradis,french,0,0,48.8759079,2.3483917
7656,Khao Lak,thai,0,0,48.8221595,2.2661863
7657,Japorama,japanese,0,0,48.8502528,2.3397112
7658,L’Atelier,italian,0,0,48.8523023,2.4237888
7659,Doyodomi,asian,0,0,48.6514222,2.3373639
7660,Léon de B,na,0,0,48.8983269,2.375164
7661,Suvarnabhum Thai,na,0,0,48.8732862,2.3111768
7662,Sushi Thai,japanese,0,0,48.9028784,2.1573467
7663,La Crêperie de Josselin,crepe;pancake,0,0,48.8417389,2.3253883
7664,La P'tit Chouan,na,0,0,48.8348791,2.291473
7665,Diablo Wok,asian,0,0,48.885147,2.2237455
7666,Le Gourmand Pressé,french,0,0,48.8851302,2.2239649
7667,Pizz' Appétit,pizza,0,0,48.8876347,2.2273878
7668,Sushi,sushi,0,0,48.8917743,2.2059221
7669,Paris Polska,polish,0,0,48.8540212,2.400076
7670,Halal Food,na,0,0,48.8234449,2.3258653
7671,La Bella Vita,italian,0,0,48.7120612,2.403956
7672,La Table du Terroir,na,0,0,48.6818291,2.3845776
7673,Le Malabar,na,0,0,48.859568,2.3063772
7674,La Maison du Saké,japanese,0,0,48.8644581,2.3492053
7675,Île de la Réunion,na,0,0,48.8360745,2.3241072
7676,Chez Joy,thai,0,1,48.8358145,2.3248148
7677,Alchimie,na,0,0,48.8371371,2.3213858
7678,La Fontana,pizza,0,0,48.764699,2.3098255
